"uptime (s)","time (s)","cpu0 user (%)","cpu0 nice (%)","cpu0 system (%)","cpu0 idle (%)","cpu0 iowait (%)","cpu0 irq (%)","cpu0 softirq (%)","cpu0 steal (%)","cpu0 guest (%)","cpu0 guest_nice (%)"
108720.69,0.0,50.943396226415096,0.0,10.377358490566039,38.679245283018865,0.0,0.0,0.0,0.0,0.0,0.0
108721.74,1.0500000000029104,48.57142857142857,0.0,3.8095238095238093,46.666666666666664,0.0,0.0,0.9523809523809523,0.0,0.0,0.0
108722.79,2.099999999991269,51.42857142857143,0.0,5.714285714285714,42.857142857142854,0.0,0.0,0.0,0.0,0.0,0.0
108723.84,3.1499999999941792,50.476190476190474,0.0,2.857142857142857,46.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0
108724.89,4.19999999999709,53.333333333333336,0.0,7.619047619047619,39.04761904761905,0.0,0.0,0.0,0.0,0.0,0.0
108725.94,5.25,48.57142857142857,0.0,3.8095238095238093,47.61904761904762,0.0,0.0,0.0,0.0,0.0,0.0
108726.99,6.30000000000291,51.42857142857143,0.0,4.761904761904762,43.80952380952381,0.0,0.0,0.0,0.0,0.0,0.0
108728.04,7.349999999991269,49.523809523809526,0.0,2.857142857142857,47.61904761904762,0.0,0.0,0.0,0.0,0.0,0.0
108729.09,8.39999999999418,52.38095238095238,0.0,6.666666666666667,40.95238095238095,0.0,0.0,0.0,0.0,0.0,0.0
108730.14,9.44999999999709,47.61904761904762,0.0,19.047619047619047,33.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0
108731.2,10.509999999994761,51.886792452830186,0.0,5.660377358490566,40.56603773584906,0.0,0.0,1.8867924528301887,0.0,0.0,0.0
108732.25,11.559999999997672,50.476190476190474,0.0,2.857142857142857,46.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0
108733.32,12.630000000004657,52.33644859813084,0.0,6.542056074766355,41.12149532710281,0.0,0.0,0.0,0.0,0.0,0.0
108734.37,13.679999999993015,47.61904761904762,0.0,5.714285714285714,45.714285714285715,0.0,0.0,0.9523809523809523,0.0,0.0,0.0
108735.43,14.739999999990687,49.532710280373834,0.0,5.607476635514018,44.85981308411215,0.0,0.0,0.0,0.0,0.0,0.0
108736.51,15.819999999992433,51.401869158878505,0.0,3.7383177570093458,44.85981308411215,0.0,0.0,0.0,0.0,0.0,0.0
