2016-02-29;23:15:39;HC..;019;04220
2016-02-29;23:15:42;HC..;015;03300
2016-02-29;23:15:45;HC..;015;03300
2016-02-29;23:15:47;HC..;015;03300
2016-02-29;23:15:50;HC..;015;03300
2016-02-29;23:15:53;HC..;015;03330
2016-02-29;23:15:56;HC..;015;03300
2016-02-29;23:15:59;HC..;015;03300
2016-02-29;23:16:02;HC..;015;03310
2016-02-29;23:16:04;HC..;015;03320
2016-02-29;23:16:07;HC..;015;03320
2016-02-29;23:16:10;HC..;023;05140
2016-02-29;23:16:13;HC..;023;05120
2016-02-29;23:16:16;HC..;023;05120
2016-02-29;23:16:19;HC..;023;05120
2016-02-29;23:16:22;HC..;017;03880
2016-02-29;23:16:24;HC..;015;03290
2016-02-29;23:16:27;HC..;015;03300
2016-02-29;23:16:30;HC..;015;03300
2016-02-29;23:16:33;HC..;015;03320
2016-02-29;23:16:36;HC..;015;03320
2016-02-29;23:16:39;HC..;015;03320
2016-02-29;23:16:41;HC..;015;03320
2016-02-29;23:16:44;HC..;015;03320
2016-02-29;23:16:47;HC..;015;03310
2016-02-29;23:16:50;HC..;019;04240
2016-02-29;23:16:53;HC..;019;04250
2016-02-29;23:16:56;HC..;019;04240
2016-02-29;23:16:59;HC..;019;04240
2016-02-29;23:17:01;HC..;018;04070
2016-02-29;23:17:04;HC..;015;03280
2016-02-29;23:17:07;HC..;015;03290
2016-02-29;23:17:10;HC..;016;03580
2016-02-29;23:17:13;HC..;019;04210
2016-02-29;23:17:16;HC..;019;04180
2016-02-29;23:17:18;HC..;019;04170
2016-02-29;23:17:21;HC..;019;04170
2016-02-29;23:17:24;HC..;015;03280
2016-02-29;23:17:27;HC..;015;03280
2016-02-29;23:17:30;HC..;018;04140
2016-02-29;23:17:33;HC..;019;04210
2016-02-29;23:17:36;HC..;019;04210
2016-02-29;23:17:38;HC..;019;04210
2016-02-29;23:17:41;HC..;018;04140
2016-02-29;23:17:44;HC..;014;03260
2016-02-29;23:17:47;HC..;015;03270
2016-02-29;23:17:50;HC..;015;03280
2016-02-29;23:17:53;HC..;015;03280
2016-02-29;23:17:56;HC..;015;03290
2016-02-29;23:17:58;HC..;015;03320
2016-02-29;23:18:01;HC..;015;03320
2016-02-29;23:18:04;HC..;015;03320
2016-02-29;23:18:07;HC..;015;03320
2016-02-29;23:18:10;HC..;015;04120
2016-02-29;23:18:13;HC..;022;05140
2016-02-29;23:18:15;HC..;023;05160
2016-02-29;23:18:18;HC..;023;05150
2016-02-29;23:18:21;HC..;022;05040
2016-02-29;23:18:24;HC..;017;03780
2016-02-29;23:18:27;HC..;015;03300
2016-02-29;23:18:30;HC..;015;03280
2016-02-29;23:18:33;HC..;015;03290
2016-02-29;23:18:35;HC..;015;03300
2016-02-29;23:18:38;HC..;015;03290
2016-02-29;23:18:41;HC..;015;03310
2016-02-29;23:18:44;HC..;015;03330
2016-02-29;23:18:47;HC..;015;03330
2016-02-29;23:18:50;HC..;015;04090
2016-02-29;23:18:52;HC..;019;04270
2016-02-29;23:18:55;HC..;019;04270
2016-02-29;23:18:58;HC..;019;04270
2016-02-29;23:19:01;HC..;019;04230
2016-02-29;23:19:04;HC..;015;03300
2016-02-29;23:19:07;HC..;015;03320
2016-02-29;23:19:10;HC..;015;03320
2016-02-29;23:19:12;HC..;015;03320
2016-02-29;23:19:15;HC..;019;04220
2016-02-29;23:19:18;HC..;019;04240
2016-02-29;23:19:21;HC..;019;04240
2016-02-29;23:19:24;HC..;019;04240
2016-02-29;23:19:27;HC..;015;03330
2016-02-29;23:19:29;HC..;015;03320
2016-02-29;23:19:32;HC..;019;04260
2016-02-29;23:19:35;HC..;019;04260
2016-02-29;23:19:38;HC..;019;04250
2016-02-29;23:19:41;HC..;019;04260
2016-02-29;23:19:44;HC..;015;03300
2016-02-29;23:19:47;HC..;015;03310
2016-02-29;23:19:49;HC..;015;03300
2016-02-29;23:19:52;HC..;015;03310
2016-02-29;23:19:55;HC..;015;03310
2016-02-29;23:19:58;HC..;015;03310
2016-02-29;23:20:01;HC..;015;03310
2016-02-29;23:20:04;HC..;015;03350
2016-02-29;23:20:07;HC..;015;03350
2016-02-29;23:20:09;HC..;015;03360
2016-02-29;23:20:12;HC..;019;04300
2016-02-29;23:20:15;HC..;023;05200
2016-02-29;23:20:18;HC..;023;05210
2016-02-29;23:20:21;HC..;023;05200
2016-02-29;23:20:24;HC..;019;04270
2016-02-29;23:20:26;HC..;019;04270
2016-02-29;23:20:29;HC..;015;03350
2016-02-29;23:20:32;HC..;015;03360
2016-02-29;23:20:35;HC..;015;03360
2016-02-29;23:20:38;HC..;015;03350
2016-02-29;23:20:41;HC..;015;03350
2016-02-29;23:20:44;HC..;015;03360
2016-02-29;23:20:46;HC..;015;03350
2016-02-29;23:20:49;HC..;015;03350
2016-02-29;23:20:52;HC..;019;04290
2016-02-29;23:20:55;HC..;019;04300
2016-02-29;23:20:58;HC..;019;04310
2016-02-29;23:21:01;HC..;019;04310
2016-02-29;23:21:03;HC..;015;03360
2016-02-29;23:21:06;HC..;015;03340
2016-02-29;23:21:09;HC..;015;03350
22016-02-29;23:22:09
2016-02-29;23:22:10;HC..;017;03870
2016-02-29;23:22:13;HC..;019;04340
2016-02-29;23:22:16;HC..;019;04350
2016-02-29;23:22:19;HC..;023;05260
2016-02-29;23:22:22;HC..;023;04510
2016-02-29;23:22:25;HC..;019;04340
2016-02-29;23:22:27;HC..;019;04320
2016-02-29;23:22:30;HC..;016;03540
2016-02-29;23:22:33;HC..;015;03390
2016-02-29;23:22:36;HC..;015;03390
2016-02-29;23:22:39;HC..;015;03380
2016-02-29;23:22:42;HC..;015;03390
2016-02-29;23:22:45;HC..;015;03390
2016-02-29;23:22:47;HC..;015;03390
2016-02-29;23:22:50;HC..;017;03820
2016-02-29;23:22:53;HC..;019;04330
2016-02-29;23:22:56;HC..;019;04340
2016-02-29;23:22:59;HC..;019;04390
2016-02-29;23:23:02;HC..;019;03700
2016-02-29;23:23:04;HC..;015;03440
2016-02-29;23:23:07;HC..;015;03440
2016-02-29;23:23:10;HC..;015;03450
2016-02-29;23:23:13;HC..;015;03440
2016-02-29;23:23:16;HC..;015;03460
2016-02-29;23:23:19;HC..;015;04210
2016-02-29;23:23:22;HC..;019;04370
2016-02-29;23:23:24;HC..;019;04380
2016-02-29;23:23:27;HC..;019;04380
2016-02-29;23:23:30;HC..;021;04730
2016-02-29;23:23:33;HC..;019;04410
2016-02-29;23:23:36;HC..;019;04390
2016-02-29;23:23:39;HC..;019;04380
2016-02-29;23:23:42;HC..;019;04390
2016-02-29;23:23:44;HC..;015;03440
2016-02-29;23:23:47;HC..;015;03440
2016-02-29;23:23:50;HC..;015;03430
2016-02-29;23:23:53;HC..;015;03420
2016-02-29;23:23:56;HC..;015;03450
2016-02-29;23:23:59;HC..;015;03450
2016-02-29;23:24:01;HC..;015;03460
2016-02-29;23:24:04;HC..;015;03470
2016-02-29;23:24:07;HC..;015;03490
2016-02-29;23:24:10;HC..;017;03780
2016-02-29;23:24:13;HC..;019;04410
2016-02-29;23:24:16;HC..;019;04410
2016-02-29;23:24:19;HC..;019;04400
2016-02-29;23:24:21;HC..;024;05350
2016-02-29;23:24:24;HC..;020;04430
2016-02-29;23:24:27;HC..;020;04430
2016-02-29;23:24:30;HC..;020;04430
2016-02-29;23:24:33;HC..;018;03980
2016-02-29;23:24:36;HC..;018;03980
2016-02-29;23:24:38;HC..;018;03970
2016-02-29;23:24:41;HC..;018;03980
2016-02-29;23:24:44;HC..;018;04000
2016-02-29;23:24:47;HC..;018;03990
2016-02-29;23:24:50;HC..;019;04230
2016-02-29;23:24:53;HC..;022;04930
2016-02-29;23:24:56;HC..;022;04920
2016-02-29;23:24:58;HC..;022;04920
2016-02-29;23:25:01;HC..;022;04930
2016-02-29;23:25:04;HC..;018;03990
2016-02-29;23:25:07;HC..;018;04000
2016-02-29;23:25:10;HC..;018;03990
2016-02-29;23:25:13;HC..;018;04000
2016-02-29;23:25:15;HC..;018;04000
2016-02-29;23:25:18;HC..;018;04010
2016-02-29;23:25:21;HC..;018;04020
2016-02-29;23:25:24;HC..;022;04920
2016-02-29;23:25:27;HC..;022;04940
2016-02-29;23:25:30;HC..;022;05030
2016-02-29;23:25:33;HC..;024;04900
2016-02-29;23:25:35;HC..;022;04900
2016-02-29;23:25:38;HC..;022;04900
2016-02-29;23:25:41;HC..;022;04920
2016-02-29;23:25:44;HC..;018;03990
2016-02-29;23:25:47;HC..;018;03990
2016-02-29;23:25:50;HC..;017;03980
2016-02-29;23:25:53;HC..;017;03950
2016-02-29;23:25:55;HC..;017;03960
2016-02-29;23:25:58;HC..;017;03960
2016-02-29;23:26:01;HC..;017;03960
2016-02-29;23:26:04;HC..;017;03960
2016-02-29;23:26:07;HC..;017;03960
2016-02-29;23:26:10;HC..;017;04050
2016-02-29;23:26:12;HC..;022;04890
2016-02-29;23:26:15;HC..;022;04900
2016-02-29;23:26:18;HC..;022;04910
2016-02-29;23:26:21;HC..;022;04920
2016-02-29;23:26:24;HC..;022;04890
2016-02-29;23:26:27;HC..;022;04890
2016-02-29;23:26:29;HC..;022;04890
2016-02-29;23:26:32;HC..;021;04820
2016-02-29;23:26:35;HC..;017;03910
2016-02-29;23:26:38;HC..;017;03910
2016-02-29;23:26:41;HC..;017;03910
2016-02-29;23:26:44;HC..;017;03910
2016-02-29;23:26:47;HC..;017;03930
2016-02-29;23:26:49;HC..;017;03940
2016-02-29;23:26:52;HC..;022;04860
2016-02-29;23:26:55;HC..;022;04870
2016-02-29;23:26:58;HC..;022;04870
2016-02-29;23:27:01;HC..;022;04870
2016-02-29;23:27:04;HC..;017;03930
2016-02-29;23:27:07;HC..;017;03920
2016-02-29;23:27:09;HC..;017;03920
2016-02-29;23:27:12;HC..;017;03940
2016-02-29;23:27:15;HC..;017;03920
2016-02-29;23:27:18;HC..;017;03910
2016-02-29;23:27:21;HC..;017;03910
2016-02-29;23:27:24;HC..;017;04060
2016-02-29;23:27:26;HC..;021;04830
2016-02-29;23:27:29;HC..;021;04830
2016-02-29;23:27:32;HC..;026;05740
2016-02-29;23:27:35;HC..;023;05260
2016-02-29;23:27:38;HC..;022;04850
2016-02-29;23:27:41;HC..;022;04850
2016-02-29;23:27:44;HC..;017;03930
2016-02-29;23:27:46;HC..;017;03930
2016-02-29;23:27:49;HC..;017;03940
2016-02-29;23:27:52;HC..;017;03940
2016-02-29;23:27:55;HC..;017;03920
2016-02-29;23:27:58;HC..;018;03980
2016-02-29;23:28:01;HC..;018;04000
2016-02-29;23:28:04;HC..;018;04000
2016-02-29;23:28:06;HC..;018;03970
2016-02-29;23:28:09;HC..;018;03990
2016-02-29;23:28:12;HC..;022;04910
2016-02-29;23:28:15;HC..;022;04850
2016-02-29;23:28:18;HC..;022;04840
2016-02-29;23:28:21;HC..;022;04840
2016-02-29;23:28:23;HC..;017;03920
2016-02-29;23:28:26;HC..;020;04570
2016-02-29;23:28:29;HC..;021;04840
2016-02-29;23:28:32;HC..;021;04840
2016-02-29;23:28:35;HC..;021;04830
2016-02-29;23:28:38;HC..;017;03930
2016-02-29;23:28:40;HC..;017;03920
2016-02-29;23:28:43;HC..;017;03920
2016-02-29;23:28:46;HC..;017;03940
2016-02-29;23:28:49;HC..;017;03930
2016-02-29;23:28:52;HC..;022;04850
2016-02-29;23:28:55;HC..;022;04850
2016-02-29;23:28:58;HC..;022;04850
2016-02-29;23:29:00;HC..;022;04840
2016-02-29;23:29:03;HC..;017;03930
2016-02-29;23:29:06;HC..;017;03930
2016-02-29;23:29:09;HC..;017;03940
2016-02-29;23:29:12;HC..;017;03950
2016-02-29;23:29:15;HC..;017;03980
2016-02-29;23:29:18;HC..;017;03960
2016-02-29;23:29:20;HC..;017;03960
2016-02-29;23:29:23;HC..;017;03940
2016-02-29;23:29:26;HC..;017;03930
2016-02-29;23:29:29;HC..;021;04850
2016-02-29;23:29:32;HC..;026;05760
2016-02-29;23:29:35;HC..;026;05750
2016-02-29;23:29:37;HC..;026;05740
2016-02-29;23:29:40;HC..;022;04850
2016-02-29;23:29:43;HC..;017;03940
2016-02-29;23:29:46;HC..;017;03940
2016-02-29;23:29:49;HC..;017;03940
2016-02-29;23:29:52;HC..;017;03950
2016-02-29;23:29:55;HC..;017;03970
2016-02-29;23:29:57;HC..;017;03950
2016-02-29;23:30:00;HC..;017;03940
2016-02-29;23:30:03;HC..;017;03960
2016-02-29;23:30:06;HC..;017;03960
2016-02-29;23:30:09;HC..;017;03960
2016-02-29;23:30:12;HC..;020;04880
2016-02-29;23:30:15;HC..;022;04890
2016-02-29;23:30:17;HC..;022;04910
2016-02-29;23:30:20;HC..;022;04880
2016-02-29;23:30:23;HC..;017;03950
2016-02-29;23:30:26;HC..;017;03950
2016-02-29;23:30:29;HC..;017;04730
2016-02-29;23:30:32;HC..;021;04850
2016-02-29;23:30:34;HC..;021;04850
2016-02-29;23:30:37;HC..;021;04840
2016-02-29;23:30:40;HC..;017;03930
2016-02-29;23:30:43;HC..;017;03940
2016-02-29;23:30:46;HC..;017;03920
2016-02-29;23:30:49;HC..;017;03920
2016-02-29;23:30:51;HC..;020;04530
2016-02-29;23:30:54;HC..;022;04880
2016-02-29;23:30:57;HC..;022;04880
2016-02-29;23:31:00;HC..;022;04890
2016-02-29;23:31:03;HC..;017;03950
2016-02-29;23:31:06;HC..;017;03930
2016-02-29;23:31:09;HC..;017;03940
2016-02-29;23:31:11;HC..;017;03940
2016-02-29;23:31:14;HC..;017;03930
2016-02-29;23:31:17;HC..;017;03900
2016-02-29;23:31:20;HC..;017;03770
2016-02-29;23:31:23;HC..;017;03750
