CRS1_cpu0_idle_min;CRS1_cpu0_idle_max;CRS1_free_mem;CRS1_free_disk;CRS2_cpu0_idle_min;CRS2_cpu0_idle_max;CRS2_free_mem;CRS2_free_disk;CRS3_cpu0_idle_min;CRS3_cpu0_idle_max;CRS3_free_mem;CRS3_free_disk;GES1ecn2_cpu0_idle;GES1ecn2_free_mem;GES1ecn3_cpu0_idle;GES1ecn3_free_mem;GES2ecn2_cpu0_idle;GES2ecn2_free_mem;GES2ecn3_cpu0_idle;GES2ecn3_free_mem;GES3ecn2_cpu0_idle;GES3ecn2_free_mem;GES4ecn2_cpu0_idle;GES4ecn2_free_mem;GES5ecn2_cpu0_idle;GES5ecn2_free_mem;NBX1_cpu0_idle_min;NBX1_cpu0_idle_max;NBX1_cpu1_idle_min;NBX1_cpu1_idle_max;NBX1_free_mem;NBX1_free_disk;NBX2_cpu0_idle_min;NBX2_cpu0_idle_max;NBX2_cpu1_idle_min;NBX2_cpu1_idle_max;NBX2_free_mem;NBX2_free_disk;TRS1_cpu0_idle_min;TRS1_cpu0_idle_max;TRS1_free_mem;TRS1_free_disk;TRS2_cpu0_idle_min;TRS2_cpu0_idle_max;TRS2_free_mem;TRS2_free_disk;CRS1_cpu0_idle_min;CRS1_cpu0_idle_max;CRS1_free_mem;CRS1_free_disk;CRS2_cpu0_idle_min;CRS2_cpu0_idle_max;CRS2_free_mem;CRS2_free_disk;CRS3_cpu0_idle_min;CRS3_cpu0_idle_max;CRS3_free_mem;CRS3_free_disk;GES1ecn2_cpu0_idle;GES1ecn2_free_mem;GES1ecn3_cpu0_idle;GES1ecn3_free_mem;GES2ecn2_cpu0_idle;GES2ecn2_free_mem;GES2ecn3_cpu0_idle;GES2ecn3_free_mem;GES3ecn2_cpu0_idle;GES3ecn2_free_mem;GES4ecn2_cpu0_idle;GES4ecn2_free_mem;GES5ecn2_cpu0_idle;GES5ecn2_free_mem;NBX1_cpu0_idle_min;NBX1_cpu0_idle_max;NBX1_cpu1_idle_min;NBX1_cpu1_idle_max;NBX1_free_mem;NBX1_free_disk;NBX2_cpu0_idle_min;NBX2_cpu0_idle_max;NBX2_cpu1_idle_min;NBX2_cpu1_idle_max;NBX2_free_mem;NBX2_free_disk;TRS1_cpu0_idle_min;TRS1_cpu0_idle_max;TRS1_free_mem;TRS1_free_disk;TRS2_cpu0_idle_min;TRS2_cpu0_idle_max;TRS2_free_mem;TRS2_free_disk;
76.1904761905;87.7358490566;81.8915256374;73.0;42.9906542056;47.619047619;81.913586083;73.0;77.1428571429;95.2380952381;82.553339006;72.0;95.2;92.514183652;95.2;92.7523289206;100;92.5343209358;100;92.5386986061;100;91.8654129019;100;92.4765356868;95.2;92.5308187995;75.5102040816;97.9591836735;85.7142857143;97.9166666667;81.997098991;77.0;70.8737864078;93.9393939394;83.0;95.0980392157;82.7469226318;77.0;20.5128205128;63.0769230769;13.9230026218;38.0;32.6086956522;57.7235772358;7.2995722368;37.0;80.0;89.6226415094;81.8915256374;73.0;85.046728972;95.2380952381;81.913586083;73.0;38.0952380952;47.619047619;82.5092181148;72.0;95.2;91.8610352315;95.2;92.6901660013;95.2;92.4852910275;95.4;92.5386986061;95.2;92.5273166632;100;92.4362611193;95.4;92.5054283113;72.0430107527;96.6666666667;76.0;94.8979591837;81.4319570714;76.0;77.5510204082;96.9696969697;77.5510204082;97.9166666667;82.6866831004;76.0;17.7966101695;57.2463768116;13.3710500897;37.0;28.4552845528;58.4745762712;7.2305781703;37.0;
75.2293577982;87.7358490566;81.8915256374;73.0;42.0560747664;47.619047619;81.913586083;73.0;77.5700934579;95.2380952381;82.553339006;72.0;95.2;92.5238145269;100;92.7628353296;95.4;92.5395741402;100;92.5010506409;95.4;91.9161938783;100;92.44501646;100;92.5150591861;75.5102040816;97.8947368421;85.7142857143;97.9591836735;81.7497998621;77.0;71.9626168224;91.9191919192;79.4117647059;95.9183673469;82.5281580178;77.0;27.2727272727;54.6153846154;13.3296536498;38.0;30.8943089431;57.5;7.5755485028;37.0;77.7777777778;88.679245283;81.8915256374;73.0;85.8490566038;95.2380952381;81.913586083;73.0;38.0952380952;47.6635514019;82.5312785604;72.0;95.2;91.8811725152;95.0;92.7356937732;95.2;92.490544232;100;92.4844154935;100;92.5054283113;95.4;92.4704069482;85.7;92.4782867549;74.1935483871;96.7032967033;71.7171717172;94.9494949495;81.3336715202;76.0;72.4489795918;97.9166666667;84.693877551;97.9381443299;82.5146833858;76.0;17.7966101695;48.5507246377;13.0398785704;37.0;34.1085271318;70.0854700855;7.492755623;37.0;
75.9259259259;88.679245283;81.8915256374;73.0;42.9906542056;47.619047619;81.913586083;73.0;76.3636363636;95.2380952381;82.553339006;72.0;100;92.5404496743;95.4;92.7654619318;86.3;92.6157456048;100;92.5667156966;100;91.8689150382;95.2;92.4721580164;90.0;92.4616516075;78.3505154639;96.9387755102;86.4583333333;97.9381443299;81.5611550138;77.0;71.4285714286;93.0;84.1584158416;95.0495049505;82.3046376513;77.0;18.8524590164;57.7235772358;12.9432868773;38.0;27.6923076923;59.1666666667;7.5755485028;37.0;78.8990825688;88.679245283;81.8915256374;73.0;85.046728972;95.2380952381;81.913586083;73.0;37.962962963;49.0384615385;82.5312785604;72.0;100;91.8689150382;95.2;92.7462001821;100;92.5203123906;95.2;92.5667156966;95.2;92.5553337536;100;92.4275057785;95.2;92.4896686979;69.1489361702;96.7391304348;79.0;95.9183673469;81.0641788797;76.0;77.5510204082;96.9072164948;87.7551020408;97.9381443299;82.3624993065;76.0;19.3277310924;50.0;13.2744583966;37.0;34.5864661654;69.4915254237;7.492755623;37.0;
74.5283018868;88.679245283;81.8915256374;73.0;43.8095238095;47.619047619;81.913586083;73.0;78.3018867925;95.2380952381;82.553339006;73.0;100;92.5457028788;95.2;92.7321916369;30.0;92.5675912307;95.2;92.502801709;95.4;91.8732927086;47.6;92.4485185963;38.8;92.501926175;78.3505154639;96.9072164948;82.8282828283;96.9387755102;81.4026299311;77.0;68.5714285714;93.0;74.2574257426;95.0495049505;82.0937992914;77.0;21.3675213675;59.2307692308;14.4059610873;38.0;35.0746268657;59.8360655738;7.5617496895;37.0;78.3018867925;89.6226415094;81.8915256374;73.0;83.1775700935;95.2380952381;81.913586083;73.0;38.679245283;48.0769230769;82.5186725915;72.0;100;91.8356447433;100;92.7532044547;47.6;92.479162289;95.2;92.5089304476;100;92.5281921972;23.8;92.4275057785;45.0;92.4546473349;76.5957446809;96.7032967033;74.2574257426;94.8979591837;80.892179165;76.0;74.7474747475;97.9166666667;78.5714285714;96.9072164948;82.1128223013;76.0;17.7966101695;48.8372093023;11.78418656;37.0;28.5714285714;69.2307692308;6.9270042776;37.0;
76.4150943396;88.679245283;81.8915256374;73.0;43.5185185185;48.1132075472;81.913586083;73.0;74.7663551402;96.1538461538;82.553339006;73.0;100;92.5264411291;100;92.7348182391;47.6;92.5667156966;100;92.5422007425;100;91.8978076627;50.0;92.501926175;47.6;92.4625271416;77.3195876289;96.875;84.5360824742;97.9381443299;81.2211187115;77.0;67.3076923077;93.0;81.1881188119;95.0495049505;81.9202143259;77.0;18.8034188034;59.0551181102;13.067476197;38.0;37.0078740157;62.5;7.5341520629;37.0;80.1886792453;88.679245283;81.8915256374;73.0;85.046728972;95.2380952381;81.9072830985;73.0;38.0952380952;48.0769230769;82.5092181148;72.0;100;91.9021853331;100;92.721685228;50.0;92.5246900609;95.2;92.5448273447;95.2;92.5640890943;28.5;92.3417034391;21.0;92.44501646;26.9662921348;95.6989247312;59.0;94.9494949495;80.7257278283;76.0;76.5306122449;97.9166666667;84.8484848485;97.9166666667;81.8988134398;76.0;15.1260504202;48.4375;13.3158548365;37.0;32.3741007194;70.3389830508;7.4789568097;37.0;
77.7777777778;87.7358490566;81.8915256374;73.0;43.5185185185;47.619047619;81.913586083;73.0;75.7009345794;95.2380952381;82.553339006;72.0;100;92.5045527772;95.2;92.7339427051;38.8;92.571093367;95.4;92.5036772431;95.2;91.8829235834;33.3;92.4975485046;47.6;92.5185613224;74.4897959184;96.9387755102;82.4742268041;97.9166666667;81.0166213549;77.0;71.1538461538;93.8775510204;81.3725490196;96.0;81.7474219858;77.0;20.5128205128;59.0909090909;14.2955705809;38.0;31.8518518519;65.2892561983;7.5893473161;37.0;79.6296296296;89.6226415094;81.8915256374;73.0;85.046728972;95.2380952381;81.913586083;73.0;38.0952380952;48.0769230769;82.5312785604;72.0;95.2;91.8794214471;95.2;92.7864747496;47.6;92.5010506409;100;92.536947538;100;92.5640890943;47.3;92.432758983;50.0;92.4415143237;66.3157894737;96.7391304348;80.198019802;95.8762886598;80.4253227967;76.0;76.7676767677;97.9381443299;85.7142857143;97.9381443299;81.732362103;76.0;18.8034188034;53.90625;12.653511798;37.0;30.3703703704;72.6495726496;6.623430385;37.0;
74.0740740741;87.7358490566;81.8915256374;73.0;43.8095238095;47.619047619;81.913586083;73.0;76.8518518519;95.2380952381;82.553339006;72.0;94.7;92.5281921972;100;92.8276248512;47.6;92.5229389928;95.4;92.5168102543;95.4;91.8837991175;47.6;92.4669048119;47.6;92.5220634587;78.5714285714;96.9072164948;85.7142857143;97.9381443299;80.8327322591;77.0;70.4761904762;92.0792079208;80.3921568627;95.0495049505;81.6118830402;77.0;25.78125;53.5211267606;13.4814405961;38.0;37.3134328358;63.8655462185;7.5341520629;37.0;78.3018867925;88.679245283;81.8915256374;73.0;82.2429906542;95.2380952381;81.913586083;73.0;38.679245283;48.1132075472;82.5186725915;72.0;95.2;91.8260138685;100;92.7742172725;47.6;92.5465784128;95.2;92.5544582195;100;92.5640890943;47.3;92.4774112208;50.0;92.4590250053;65.9574468085;95.6989247312;65.0;95.0;80.2588714599;76.0;76.5306122449;97.9591836735;86.8686868687;97.9591836735;81.5516435088;76.0;21.0526315789;50.3875968992;12.198150959;37.0;31.7829457364;71.7948717949;7.492755623;37.0;
77.358490566;87.7358490566;81.8915256374;73.0;43.5185185185;48.5714285714;81.913586083;73.0;78.3018867925;96.1538461538;82.5407330371;73.0;100;92.4896686979;95.4;92.7505778525;50.0;92.5422007425;100;92.4992995727;95.4;91.9678503887;50.0;92.4336345171;47.6;92.5448273447;69.387755102;97.9166666667;82.6530612245;96.9387755102;80.6274422771;77.0;70.1923076923;94.0;80.198019802;95.0495049505;81.3035517545;77.0;23.8095238095;57.9365079365;14.2817717676;38.0;35.6060606061;65.2542372881;7.5617496895;37.0;78.3018867925;89.6226415094;81.8915256374;73.0;85.9813084112;95.2380952381;81.913586083;73.0;38.0952380952;48.5714285714;82.5312785604;72.0;95.4;91.8960565945;100;92.7374448414;47.6;92.467780346;95.2;92.5281921972;95.2;92.5579603558;45.0;92.4143727674;26.3;92.4038663585;70.2127659574;96.7741935484;70.297029703;94.8979591837;80.0892496215;76.0;63.9175257732;97.9381443299;86.5979381443;96.9387755102;81.3836069212;76.0;22.0338983051;54.3307086614;12.9708845039;37.0;25.0;61.5384615385;6.6924244515;37.0;
76.4150943396;87.7358490566;81.8915256374;73.0;42.8571428571;48.1132075472;81.913586083;73.0;77.5700934579;95.2380952381;82.4367337935;72.0;95.2;92.5281921972;90.4;92.7488267843;50.0;92.5693422988;100;92.5264411291;100;91.889927856;50.0;92.4458919941;47.6;92.5360720039;58.7628865979;96.9387755102;82.6530612245;97.9591836735;80.4530646862;77.0;71.4285714286;90.2912621359;80.198019802;95.0495049505;81.1719759359;77.0;25.2032520325;57.6923076923;13.8540085553;38.0;32.0;64.406779661;8.6518559404;37.0;78.3018867925;89.5238095238;81.8852226529;73.0;85.8490566038;96.1538461538;81.913586083;73.0;39.0476190476;48.5714285714;82.5312785604;72.0;95.2;91.9223226168;100;92.779470477;47.6;92.4887931638;95.0;92.4975485046;95.2;92.4949219024;31.8;92.4126216992;52.3;92.3819780066;70.9677419355;95.6989247312;72.2772277228;94.9494949495;79.8855448903;76.0;64.9484536082;97.9381443299;83.5051546392;97.9166666667;81.1592939293;76.0;18.7050359712;49.2424242424;13.2054643301;37.0;27.4809160305;63.7931034483;7.492755623;37.0;
77.7777777778;87.7358490566;81.8915256374;73.0;42.0560747664;47.619047619;81.913586083;73.0;77.5700934579;95.2380952381;82.553339006;73.0;100;92.5098059816;95.0;92.7488267843;30.0;92.6026125937;100;92.4809133571;95.2;91.8636618337;50.0;92.4966729705;42.8;92.5150591861;65.306122449;97.9381443299;83.8383838384;96.9696969697;80.2675903395;77.0;63.4615384615;92.0792079208;74.7572815534;96.0;80.9666859539;77.0;27.0676691729;56.25;13.4814405961;38.0;30.7142857143;62.6016260163;8.6380571271;37.0;79.2452830189;88.679245283;81.8915256374;73.0;84.1121495327;95.2380952381;81.913586083;73.0;39.0476190476;48.5714285714;82.5186725915;72.0;100;91.8627862996;95.4;92.7383203754;35.0;92.5728444351;100;92.4809133571;95.2;92.5106815157;45.4;92.3916088814;47.6;92.4406387897;75.2688172043;96.7032967033;76.0;94.9494949495;79.6802549083;76.0;73.4693877551;97.9166666667;78.5714285714;97.9166666667;80.9825384621;76.0;12.8205128205;51.724137931;12.6121153581;37.0;29.3650793651;69.8275862069;7.492755623;37.0;
76.6355140187;87.7358490566;81.8915256374;73.0;43.9252336449;47.619047619;81.913586083;73.0;77.5700934579;95.2380952381;82.4650972235;72.0;100;92.4809133571;95.2;92.7952300904;45.4;92.5150591861;90.4;92.5308187995;95.4;91.9442109687;40.0;92.4134972333;45.0;92.5211879246;71.4285714286;96.9387755102;81.25;97.9591836735;80.0353510934;77.0;68.6274509804;92.0;78.431372549;95.0495049505;80.746336089;77.0;20.3389830508;61.4814814815;14.6681385401;38.0;36.641221374;62.8099173554;7.5341520629;37.0;80.1886792453;89.5238095238;81.8852226529;73.0;85.9813084112;95.2380952381;81.9072830985;73.0;38.679245283;48.0769230769;82.5312785604;72.0;95.2;91.8689150382;100;92.745324648;47.6;92.514183652;95.4;92.5457028788;100;92.5614624921;45.4;92.4502696645;47.6;92.432758983;77.4193548387;96.7391304348;76.0;94.9494949495;79.4733796755;76.0;77.5510204082;97.9166666667;86.7346938776;97.9381443299;80.7178015742;76.0;20.8633093525;50.3875968992;12.4051331585;37.0;34.4537815126;70.3389830508;7.35476749;37.0;
75.7009345794;87.7358490566;81.8915256374;73.0;42.9906542056;47.619047619;81.913586083;73.0;76.6355140187;96.1538461538;82.553339006;72.0;100;92.5570848217;95.2;92.7750928066;35.2;92.5351964698;100;92.5343209358;95.4;91.8601596974;45.4;92.4169993696;45.4;92.5492050151;74.2268041237;96.875;79.5918367347;97.9166666667;79.7349460618;77.0;72.1153846154;93.0693069307;81.3725490196;95.0;80.6084192671;77.0;20.3389830508;57.1428571429;14.6957361667;38.0;31.3868613139;61.1570247934;7.6031461294;37.0;79.2452830189;89.5238095238;81.8915256374;73.0;85.046728972;95.2380952381;81.913586083;73.0;38.0952380952;48.0769230769;82.5186725915;72.0;100;91.8662884359;100;92.710303285;47.6;92.5106815157;95.4;92.4800378231;95.4;92.4940463683;50.0;92.4310079148;30.0;92.3959865518;74.4680851064;96.7391304348;74.0;94.9494949495;79.2197395433;76.0;75.2577319588;96.9387755102;84.693877551;97.9381443299;80.5386682308;76.0;16.9491525424;49.6240601504;13.5366358493;37.0;30.6451612903;70.9401709402;7.1615841038;37.0;
77.0642201835;88.679245283;81.8852226529;73.0;42.0560747664;47.619047619;81.913586083;73.0;77.1428571429;95.2380952381;82.5312785604;73.0;95.2;92.5500805491;95.2;92.733067171;36.8;92.5413252084;100;92.5246900609;100;91.9267002872;45.4;92.4126216992;45.0;92.501926175;69.696969697;96.9072164948;81.4432989691;97.9381443299;79.5962366145;77.0;70.7547169811;93.0;83.1683168317;95.9183673469;80.4007514089;77.0;16.2393162393;57.6388888889;14.6681385401;38.0;37.2093023256;62.6016260163;7.5341520629;37.0;79.4392523364;88.679245283;81.8915256374;73.0;84.1121495327;95.2380952381;81.913586083;73.0;38.679245283;47.619047619;82.5312785604;72.0;95.2;91.8837991175;100;92.7514533866;35.0;92.5378230721;95.4;92.5168102543;90.4;92.5063038453;47.3;92.4047418926;47.6;92.4467675282;71.2765957447;97.8021978022;78.2178217822;95.9595959596;79.0857858485;76.0;74.7474747475;97.9381443299;84.5360824742;97.9166666667;80.3547791349;76.0;23.6641221374;53.7414965986;13.1502690769;37.0;25.78125;70.0854700855;7.492755623;37.0;
71.2962962963;86.7924528302;81.8915256374;73.0;42.9906542056;48.5714285714;81.9072830985;73.0;77.358490566;95.2380952381;82.553339006;73.0;90.9;92.5404496743;95.2;92.7426980458;45.0;92.5325698676;100;92.5176857883;100;91.9144428101;45.0;92.4187504378;30.0;92.5063038453;77.0833333333;96.9072164948;82.6530612245;97.9591836735;79.4123475187;77.0;19.6078431373;93.0;58.4158415842;96.0;80.1796089186;77.0;19.4915254237;58.2089552239;13.8678073686;38.0;36.641221374;61.6666666667;7.5893473161;37.0;79.2452830189;89.6226415094;81.8915256374;73.0;86.1111111111;95.2380952381;81.913586083;73.0;38.679245283;47.619047619;82.5312785604;72.0;100;91.8908033901;95.2;92.7654619318;47.6;92.5176857883;100;92.4914197661;100;92.4896686979;27.2;92.44501646;47.6;92.4064929607;74.4680851064;96.7391304348;71.7171717172;95.0;78.8479982245;76.0;75.2577319588;97.9166666667;86.4583333333;97.9381443299;80.2247885672;76.0;20.9677419355;53.9007092199;13.6194287291;37.0;29.4117647059;69.2307692308;7.4651579964;37.0;
76.4150943396;88.679245283;81.8915256374;73.0;42.0560747664;47.619047619;81.913586083;73.0;76.4150943396;96.1538461538;82.553339006;72.0;95.0;92.536947538;95.4;92.7383203754;35.0;92.4852910275;95.2;92.5684667647;100;91.9231981509;28.5;92.4800378231;45.0;92.479162289;71.7171717172;96.9387755102;86.7346938776;97.9166666667;79.2688823189;77.0;64.0776699029;91.2621359223;82.0;95.9595959596;79.9489549234;77.0;26.2711864407;57.4803149606;13.9506002484;38.0;31.4685314685;64.406779661;7.5479508762;37.0;79.6296296296;88.679245283;81.8915256374;73.0;85.7142857143;95.2380952381;81.913586083;73.0;38.0952380952;48.0769230769;82.5312785604;72.0;95.4;91.8750437767;95.2;92.8171184422;45.4;92.4581494712;100;92.5124325839;100;92.4896686979;30.0;92.4064929607;45.4;92.44501646;66.6666666667;95.7446808511;74.7474747475;94.9494949495;78.6419156171;76.0;76.2886597938;96.9072164948;86.8686868687;97.9591836735;79.9759041874;75.0;15.3846153846;50.0;12.4327307852;37.0;26.2411347518;66.3865546218;7.5479508762;37.0;
75.4716981132;87.7358490566;81.8915256374;73.0;42.9906542056;47.619047619;81.913586083;73.0;76.4150943396;95.2380952381;82.553339006;72.0;95.2;92.5238145269;100;92.8013588289;47.6;92.5098059816;100;92.4809133571;100;91.8365202774;50.0;92.432758983;45.0;92.5194368565;71.875;96.9387755102;80.612244898;97.9381443299;78.9938413005;77.0;70.4761904762;91.1764705882;78.0;95.0495049505;79.765858453;77.0;24.6376811594;56.1538461538;14.0195943149;38.0;30.6451612903;61.5384615385;7.5203532496;37.0;77.358490566;88.5714285714;81.8915256374;73.0;85.9813084112;95.2380952381;81.913586083;73.0;36.4485981308;48.1132075472;82.5312785604;72.0;100;91.8794214471;95.2;92.7602087273;47.6;92.5448273447;100;92.4940463683;95.2;92.4774112208;31.5;92.4257547104;45.4;92.4301323808;67.7419354839;96.7032967033;74.7474747475;94.9494949495;78.3652893479;76.0;75.2577319588;97.9381443299;72.4489795918;97.9591836735;79.7476280685;75.0;22.0588235294;51.1450381679;12.8328963709;37.0;32.8244274809;69.7478991597;7.5065544363;37.0;
76.8518518519;87.7358490566;81.8915256374;73.0;43.3962264151;48.5714285714;81.913586083;73.0;78.3018867925;95.2380952381;82.553339006;73.0;100;92.5273166632;95.2;92.7155564895;47.6;92.5527071514;95.2;92.5763465714;95.4;91.8916789241;47.6;92.4949219024;30.4;92.5264411291;77.5510204082;96.9072164948;83.3333333333;98.9583333333;78.766357807;77.0;63.7254901961;92.9292929293;76.2376237624;95.0980392157;79.5891029858;77.0;24.2647058824;60.15625;14.5577480337;38.0;31.4960629921;64.1666666667;7.5479508762;37.0;74.5283018868;88.679245283;81.8915256374;73.0;82.2429906542;95.2380952381;81.913586083;73.0;39.0476190476;48.0769230769;82.5312785604;72.0;95.2;91.8873012538;100;92.7549555229;29.4;92.4695314142;100;92.5001751068;90.9;92.5351964698;22.7;92.3959865518;43.4;92.4134972333;69.4736842105;97.8021978022;73.5294117647;94.8979591837;78.0664695671;76.0;77.5510204082;97.9381443299;82.4742268041;97.9381443299;79.6089186211;75.0;20.4724409449;50.3597122302;13.5366358493;37.0;26.8292682927;68.5950413223;7.492755623;37.0;
74.5283018868;87.7358490566;81.8915256374;73.0;43.9252336449;48.0769230769;81.913586083;73.0;72.8971962617;95.2380952381;82.5753994516;72.0;95.2;92.4817888912;100;92.7637108636;35.0;92.4966729705;100;92.5246900609;95.2;91.8444000841;50.0;92.3574630525;42.8;92.5115570498;74.7474747475;97.9381443299;80.612244898;97.9381443299;78.5396669388;77.0;71.4285714286;91.1764705882;79.4117647059;95.0;79.3441817332;77.0;23.0769230769;54.4;14.6543397268;38.0;27.9661016949;63.025210084;8.6104595005;37.0;79.2452830189;90.4761904762;81.8915256374;73.0;85.9813084112;96.1904761905;81.913586083;73.0;39.0476190476;47.619047619;82.5186725915;72.0;100;91.8715416404;100;92.7645863977;33.3;92.5378230721;95.4;92.4949219024;90.9;92.5518316173;45.4;92.4415143237;45.4;92.4073684948;65.2631578947;96.7741935484;75.2475247525;94.0;78.0141562899;76.0;70.7070707071;97.9381443299;77.5510204082;96.9696969697;79.478135428;75.0;18.1102362205;55.8823529412;12.8604939975;37.0;30.0751879699;67.5213675214;7.5203532496;37.0;
75.0;87.7358490566;81.8915256374;73.0;43.9252336449;47.619047619;81.913586083;73.0;77.8846153846;97.1153846154;82.553339006;73.0;90.9;92.5912306507;90.9;92.7820970792;45.4;92.5404496743;95.2;92.4616516075;100;91.8951810604;40.9;92.455522869;47.6;92.4940463683;76.5306122449;96.9387755102;87.6288659794;97.9591836735;78.2971235624;77.0;68.2692307692;93.0;81.3725490196;95.9183673469;79.1626705135;77.0;19.8275862069;61.8705035971;14.6543397268;38.0;32.7731092437;58.4745762712;7.5479508762;37.0;78.7037037037;88.5714285714;81.8915256374;73.0;85.9813084112;95.2380952381;81.913586083;73.0;39.0476190476;48.0769230769;82.5312785604;72.0;100;91.8689150382;95.2;92.7987322267;22.7;92.5325698676;95.4;92.5413252084;100;92.5649646284;43.4;92.4003642222;25.0;92.42137704;66.3043478261;96.7032967033;69.3069306931;94.8979591837;77.8025253046;76.0;74.4897959184;96.9387755102;83.5051546392;97.9591836735;79.167426266;75.0;14.84375;42.2222222222;13.24686077;37.0;27.8195488722;68.9655172414;7.4651579964;37.0;
75.0;87.7358490566;81.8915256374;73.0;42.5925925926;47.619047619;81.913586083;73.0;76.4150943396;96.1538461538;82.5312785604;72.0;95.4;92.5579603558;95.2;92.7829726133;47.6;92.548329481;100;92.5325698676;100;91.8487777544;47.6;92.4432653919;47.6;92.5360720039;75.7575757576;96.9072164948;82.4742268041;97.9591836735;78.1013450853;77.0;72.380952381;92.1568627451;80.198019802;95.0495049505;78.8583023549;77.0;26.3157894737;57.9365079365;14.3783634607;38.0;33.8842975207;63.3333333333;7.4651579964;37.0;77.358490566;88.679245283;81.8915256374;73.0;85.046728972;96.1538461538;81.9072830985;73.0;38.679245283;47.619047619;82.5312785604;72.0;90.9;91.9056874694;95.4;92.7934790222;36.8;92.5054283113;100;92.467780346;100;92.4949219024;45.4;92.44501646;25.0;92.4695314142;72.6315789474;96.7032967033;75.7575757576;94.9494949495;77.638451844;76.0;66.3265306122;97.8723404255;87.7551020408;97.9797979798;78.9502469028;75.0;18.8034188034;53.7878787879;12.4327307852;37.0;33.5877862595;71.7948717949;7.5203532496;37.0;
75.7009345794;87.7358490566;81.8915256374;73.0;42.9906542056;48.0769230769;81.913586083;73.0;77.1428571429;96.1165048544;82.6163688507;72.0;100;92.5220634587;95.2;92.8293759193;36.8;92.5386986061;100;92.4940463683;95.4;91.8584086293;42.8;92.467780346;47.6;92.4992995727;75.5102040816;96.9072164948;79.5918367347;96.9387755102;77.9245896182;77.0;70.4761904762;93.8775510204;79.2079207921;96.0;78.7679430578;77.0;21.9512195122;57.6;14.6819373534;38.0;34.9206349206;61.4754098361;8.6380571271;37.0;79.2452830189;89.6226415094;81.8915256374;73.0;85.9813084112;95.2380952381;81.913586083;73.0;39.0476190476;48.0769230769;82.6289748196;72.0;100;91.9074385375;95.2;92.7225607621;42.8;92.5404496743;95.4;92.5159347202;95.4;92.4607760734;45.0;92.387231211;44.4;92.4520207326;66.3043478261;96.7032967033;78.2178217822;94.9494949495;77.3713370798;76.0;74.2268041237;96.9072164948;78.5714285714;96.9387755102;78.8281825892;75.0;17.2131147541;53.488372093;11.8117841866;37.0;30.9523809524;71.7948717949;7.4237615565;37.0;
75.4716981132;88.679245283;81.8915256374;73.0;43.9252336449;48.5714285714;81.913586083;73.0;77.1428571429;95.2380952381;82.553339006;73.0;95.4;92.5264411291;100;92.7208096939;31.8;92.5238145269;95.2;92.5211879246;95.4;91.9643482524;36.3;92.4590250053;45.4;92.5492050151;70.1030927835;96.9387755102;78.3505154639;97.9381443299;77.7827096692;77.0;71.6981132075;92.1568627451;80.3921568627;96.0396039604;78.5531415708;77.0;25.3846153846;57.3426573427;13.2882572099;38.0;36.2962962963;64.7058823529;7.5617496895;37.0;77.358490566;88.679245283;81.8915256374;73.0;85.046728972;95.2380952381;81.913586083;73.0;38.0952380952;48.0769230769;82.5407330371;72.0;100;91.8373958114;95.2;92.7803460111;47.6;92.4809133571;95.2;92.5492050151;100;92.5264411291;47.6;92.4353855852;40.9;92.4388877215;72.6315789474;97.8021978022;79.2079207921;94.9494949495;77.273844154;76.0;73.4693877551;97.9381443299;85.5670103093;97.9166666667;78.6213073564;75.0;23.5772357724;51.5625;12.9846833172;37.0;31.4049586777;71.186440678;7.4789568097;37.0;
77.7777777778;87.7358490566;81.8915256374;73.0;43.3962264151;47.619047619;81.913586083;73.0;77.358490566;95.2380952381;82.553339006;73.0;95.4;92.5220634587;95.2;92.7164320235;30.0;92.5474539469;95.4;92.4992995727;100;91.9021853331;25.0;92.4485185963;47.6;92.5071793794;76.2886597938;96.9072164948;85.5670103093;97.9381443299;77.5908943193;77.0;70.4761904762;92.0792079208;80.3921568627;95.0980392157;78.4215657522;77.0;18.8034188034;59.2307692308;12.9570856906;38.0;32.5925925926;64.4628099174;7.5479508762;37.0;81.1320754717;88.679245283;81.8915256374;73.0;85.9813084112;95.2380952381;81.913586083;73.0;37.5;48.0769230769;82.5312785604;72.0;95.0;91.8706661063;100;92.7129298872;33.3;92.4476430623;95.2;92.4896686979;95.2;92.5308187995;30.0;92.4318834489;50.0;92.4362611193;64.2105263158;96.7032967033;78.431372549;95.8762886598;77.1351347067;76.0;76.2886597938;96.9387755102;86.5979381443;97.9381443299;78.3866902341;75.0;20.9302325581;51.8248175182;13.3434524631;37.0;33.3333333333;70.0854700855;7.4789568097;37.0;
