Date;TC_IPPARAM_VEN;TC_ORGNAMING_VEN;TC_RIYADH_INTRACOM;TS_RIYADH_COUPLING
2017-04-01 09:00:33.0;;;;2.0
2017-04-01 10:06:05.0;2.0
2017-04-01 10:15:45.0;;2.0
2017-04-02 07:06:14.0;;;2.0
2017-04-02 09:00:34.0;;;;2.0
2017-04-02 10:06:05.0;2.0
2017-04-02 10:15:45.0;;2.0
2017-04-03 07:06:15.0;;;2.0
